pid,gt_class_pct,gt_days_above10,gt_last30_ratio,gt_peak_ratio,gt_ratio,gt_topic,gt_trend,gt_zero_share,misc_birth_month,misc_birth_q,misc_born_usa,misc_prep,prog_prev_hit_rate,prog_prev_mean_war5,prog_prev_n,rsci_avg,rsci_best,rsci_chg,rsci_dev,rsci_frac_ranked,rsci_hs_height_in,rsci_hs_pos,rsci_hs_to_pro,rsci_n_ranked,rsci_n_services,rsci_prep_5th,rsci_range,rsci_rank,rsci_std,rsci_top100,rsci_total_norm,rsci_worst,rsci_years_to_draft,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span,ts_coach_prev_hit_rate,ts_coach_prev_mean_war5,ts_coach_prev_n,ts_conf_champ,ts_in_ncaa,ts_ncaa_round,ts_win_pct,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_conf_tier,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state_code,tv_ht_growth,tv_jersey,tv_mates_best_bpm,tv_mates_bpm_sum,tv_mates_drafted,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_star_mate_minshare,tv_stops,tv_team_adjde,tv_team_adjoe,tv_team_barthag,tv_team_losses,tv_team_ncsos,tv_team_rank,tv_team_sos,tv_team_wins,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr,txt_athlete,txt_athlete_per1k,txt_breakout,txt_breakout_per1k,txt_character,txt_character_per1k,txt_defender,txt_defender_per1k,txt_exists,txt_hype,txt_hype_per1k,txt_injury,txt_injury_per1k,txt_left,txt_left_per1k,txt_national,txt_national_per1k,txt_nba_family,txt_nba_family_per1k,txt_negative,txt_negative_per1k,txt_playmaker,txt_playmaker_per1k,txt_positive,txt_positive_per1k,txt_prep,txt_prep_per1k,txt_pro_family,txt_pro_family_per1k,txt_projected_pick,txt_refs,txt_sections,txt_shooter,txt_shooter_per1k,txt_size,txt_size_bytes,txt_size_per1k,txt_tone,txt_transfer,txt_transfer_per1k,txt_words,wp_created_days_before,wp_editors_90d,wp_editors_pre,wp_exists,wp_revs_365d,wp_revs_90d,wp_revs_pre,wp_size_pre
P43e7adb565,,,,,,,,,12,4,1,0,,,0,,9.0,-5.0,,1.0,75,2,0,4,4,0,6.0,12,2.18,1,0.8872,15.0,3,0.498,0.142,0.039,-0.014,-0.006,-3.0,1.274,-0.181,0.276,26.0,1,35.3,18.663,1.7,3,1,0.85,0.653,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pdacd6ab94d,,,,,,,,,11,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1,24.3,12.148,0.0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P63a21fbef6,,,,,,,,,2,1,1,0,,,,,4.0,18.0,,0.667,83,4,1,4,6,0,2.0,18,0.87,1,0.7798,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P74b71b0d31,,,,,,,,,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P83f12f36b1,,,,,,,,,10,4,1,0,,,0,,25.0,-7.0,,1.0,82,,0,6,6,0,27.0,34,10.4,1,0.6303,52.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P1378011126,,,,,,,,,7,3,1,0,,,0,,23.0,6.0,,1.0,77,,0,4,4,0,11.0,25,4.82,1,0.728,34.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P2b78092e41,,,,,,,,,9,3,1,0,,,0,,25.0,-2.0,,1.0,78,2,0,6,6,0,15.0,28,5.19,1,0.6891,40.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pbb4d6101de,,,,,,,,,4,2,1,0,,,0,,63.0,4.0,,0.833,81,5,0,5,6,0,29.0,87,10.03,1,0.1613,92.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P1dfb3826fd,,,,,,,,,10,4,1,0,,,,18.0,11.0,0.0,7.5,0.833,81,5,1,5,6,0,18.0,14,6.68,1,0.8343,29.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P38dadf836a,,,,,,,,,8,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pb5af3844f5,,,,,,,,,7,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P0820723beb,,,,,,,,,11,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P927dcf71a8,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pf4d757d073,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.805,-0.119,-0.013,0.006,0.005,0.2,-1.908,-0.254,-0.13,22.0,0,30.7,20.99,0.2,2,0,0.2,-1.908,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P5840594df8,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.159,-0.333,0.024,0.016,0.011,5.2,3.582,2.234,0.182,22.0,1,26.8,15.582,5.3,3,0,2.65,1.512,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P5b1d935a26,,,,,,,,,1,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pc067530e3e,,,,,,,,,5,2,1,0,,,0,,5.0,-8.0,,1.0,82,4,0,4,4,0,21.0,14,7.57,1,0.8672,26.0,3,0.777,-0.143,-0.198,0.031,-0.134,-0.3,-4.744,-0.247,0.592,29.0,0,18.9,8.381,5.4,3,1,2.7,-5.676,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P21b2b49a34,,,,,,,,,9,3,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pb87f242f46,,,,,,,,,8,3,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pd650e439a2,,,,,,,,,4,2,1,0,,,0,,22.0,5.0,,1.0,78,,0,6,6,0,26.0,30,8.94,1,0.6689,48.0,4,-1.713,0.02,0.089,0.031,0.072,-2.1,7.704,3.69,0.099,33.0,1,26.6,17.865,2.1,4,1,0.74,2.232,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P5104e01e75,,,,,,,,,8,3,1,0,,,0,,68.0,-5.0,,0.833,77,,0,5,6,0,20.0,84,7.93,1,0.1782,88.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P32b8c3a5cb,,,,,,,,,1,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pbe0a02c2fd,,,,,,,,,5,2,1,0,,,0,,29.0,-5.0,,1.0,77,2,0,4,4,0,29.0,40,11.11,1,0.6115,58.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pa68189cdce,,,,,,,,,8,3,1,0,,,0,,16.0,-7.0,,1.0,74,1,0,4,4,0,6.0,16,2.38,1,0.8246,22.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pef98a54ad0,,,,,,,,,6,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P3928bad8a7,,,,,,,,,6,2,1,0,,,0,,40.0,29.0,,1.0,70,1,0,6,6,0,39.0,53,12.41,1,0.4134,79.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pb945050559,,,,,,,,,12,4,1,0,,,0,,,,,,,,,,,,,,,,,,,-0.265,0.447,-0.038,,0.084,7.7,1.946,2.701,-0.25,36.0,1,34.8,10.448,13.8,3,1,6.9,1.624,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pf0c178cb1c,,,,,,,,,9,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P7f2c8eb929,,,,,,,,,4,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pd7ea309dee,,,,,,,,,12,4,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P16dd82b034,,,,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1,23.7,13.519,0.0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pc1044ed1f5,,,,,,,,,7,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P103e95dd1f,,,,,,,,,8,3,1,0,0.5,6.637,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,1,38.8,22.918,0.0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,2,9,1,12,2,12,1230
Pb8998ddf4a,,,,,,,,,6,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P403a83bdf0,,,,,,,,,10,4,1,0,,,0,,8.0,-2.0,,1.0,72,1,0,6,6,0,20.0,15,6.76,1,0.8571,28.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pdf59a363f3,,,,,,,,,3,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P7363f8a8b4,,,,,,,,,7,3,1,0,,,0,,51.0,-1.0,,1.0,78,3,0,6,6,0,32.0,62,11.9,1,0.363,83.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P6f687d1dcc,,,,,,,,,6,2,0,0,0.0,4.724,1,,23.0,6.0,,1.0,78,3,0,4,4,0,27.0,31,9.6,1,0.6566,50.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,5,6,1,12,5,12,1477
P1259ebdf13,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P1605b30cec,,,,,,,,,3,1,1,0,,,0,,55.0,0.0,,0.5,76,2,0,3,6,0,39.0,91,16.06,1,0.1412,94.0,6,-0.723,-0.449,-0.014,-0.006,-0.068,-0.7,-0.88,-1.033,-0.204,28.0,0,31.0,16.723,10.1,4,1,2.92,0.95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P55b27de869,,,,,,,,,5,2,1,0,,,0,,,,,,,,,,,,,,,,,,,-1.677,0.0,-0.019,0.045,0.071,7.81,-2.229,0.017,-0.723,49.0,0,19.1,10.932,-12.43,14,0,-1.229,0.149,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3,3,1,5,5,5,1369
Pa09c3091c5,,,,,,,,,4,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P187b6721ca,,,,,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pdbacaefe1b,,,,,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P9e0485e8f6,,,,,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P6d9b6a98b1,,,,,,,,,12,4,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pd72f71c2bb,,,,,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pb9c495a67d,0.969,1,0.0574,0.12,0.0943,0,1.115,0.469,12,4,1,0,0.462,10.705,13,2.0,1.0,0.0,2.0,1.0,83,5,0,6,6,0,5.0,1,1.86,1,1.0,6.0,1,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.897,134.278,88.098,19.53,9.4,0.5158,12,9.18755,,3,,,,,,,,,,,3.56082,2.40499,4.27995,18.2,94.5347,0.248,1.684,66.4,,46.2,0,9.4126,38.0,0,13,,15.0,10.29,60.7,3,0.44,0.357,72.8,30.0789,5.62673,7.00761,14.8,116.4,2.8,4.86364,17.2895,100.0,0.7889,0.643,8,1,,0.889,226.642,92.80235268553938,126.79031185349191,0.9731094172650449,4,0.5554327000133907,2.0,0.7300927998966963,35,0.0,18.2,64.14,27.6,1,12,1.781,1,0.148,6,0.89,16,2.375,1,75,11.131,3,0.445,0,0.0,22,3.265,0,0.0,1,0.148,5,0.742,38,5.64,1,0.445,1,0.445,,328,17,3,0.445,0,133942,0.0,0.881,0,0.0,6738,1089,107,213,1,399,200,1036,133942
P3e493925a2,0.892,0,0.0307,0.06,0.0203,0,1.421,0.857,8,3,0,0,,,,3.0,1.0,0.0,1.7,1.0,76,1,0,6,6,0,4.0,2,1.57,1,0.9899,5.0,1,,,,,,,,,,12.0,1,31.6,20.506,0.0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.504,0,0.0,1,1.504,1,1.504,1,5,7.519,1,1.504,0,0.0,1,1.504,0,0.0,0,0.0,3,4.511,4,6.015,0,0.0,0,0.0,,11,6,0,0.0,0,9063,0.0,0.571,1,1.504,665,402,34,61,1,124,58,130,9063
P9a02cf437c,0.954,1,0.0041,0.19,0.0511,0,0.835,0.789,5,2,1,0,0.462,10.705,13,7.0,4.0,-2.0,1.8,1.0,73,1,0,6,6,0,5.0,7,1.63,1,0.9511,9.0,1,,,,,,,,,,39.0,1,33.9,12.531,0.0,1,1,,,0,,,0,1,1,0,0.897,128.348,91.7685,19.12,27.5,2.8552881,5,8.43463,,3,,,,,,,,,,,2.17076,2.9184,4.3951,9.9,98.3377,0.0,0.0,48.9,,50.0,0,8.27123,39.0,0,23,,5.0,10.29,61.45,3,0.3274,0.349,84.2,33.8974,6.26387,5.35283,1.8,121.8,1.4,4.78888,11.8205,98.6,0.5862,0.269,2,1,,0.889,223.713,92.80235268553938,126.79031185349191,0.9731094172650449,4,0.5554327000133907,2.0,0.7300927998966963,35,0.383,17.4,57.49,19.9,1,2,0.566,0,0.0,0,0.0,3,0.849,1,48,13.582,1,0.283,0,0.0,15,4.244,0,0.0,1,0.283,23,6.508,28,7.923,0,0.0,1,0.283,,155,12,0,0.0,0,60515,0.0,0.844,0,0.0,3534,664,40,70,1,159,82,371,60515
Pb067831a66,0.815,0,0.0,0.02,0.0117,0,0.841,0.897,11,4,1,0,0.0,0.219,5,50.0,35.0,-1.0,8.9,1.0,77,3,0,6,6,0,27.0,48,8.14,1,0.5176,62.0,3,-0.31,-0.692,0.059,0.158,0.064,6.3,2.738,-0.178,0.237,26.0,1,27.8,15.799,3.8,3,1,1.9,2.199,2,,,0,1,1,2,0.882,128.925,84.2523,21.6,14.0,1.45164815,11,9.63299,1,3,19.272,-3.698,-0.9,4.07,10.2,-3.2,-0.8,19.6,9.39,-0.9,4.2247,4.49062,4.31838,14.5,88.5752,0.318,0.692,57.2,7.66267,37.1,0,11.4797,26.0,0,20,0,1.0,9.96,45.97,1,0.2353,0.231,52.8,27.8462,5.40829,6.98907,3.1,120.5,1.7,3.97668,12.1923,90.2,0.6667,0.299,4,3,0.985,0.807,121.798,86.40219364758568,113.87101550428099,0.95986766083931,4,0.5399160395762773,6.0,0.6924030010844802,30,0.471,13.2,60.97,22.0,3,0,0.0,0,0.0,0,0.0,0,0.0,1,2,6.557,1,3.279,0,0.0,0,0.0,0,0.0,1,3.279,0,0.0,1,3.279,0,0.0,0,0.0,,2,3,1,3.279,0,5030,0.0,0.0,0,0.0,305,85,9,9,1,19,19,19,5030
